,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
4782,data/parsed/22/wsj_2232.mrg|40|56,"However , Disney specialist Robert Fagenson said : `` I would be surprised if Goldman represented 4 % of [ the opening volume . '' ]",volume,sg,NN,[u'measure.n.02'],,PP,"['.', ""''""]",['NN'],False,"['.', ""''""]",[],['opening'],"['%', 'of']",ZERO,THE
4810,data/parsed/22/wsj_2232.mrg|48|18,"But in another dramatic burst , [ the Dow ] tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .",Dow,sg,NNP,,,S,[],[],False,[],"[u'tack', 'on']",[],"['burst', ',']",ZERO,THE
4844,data/parsed/22/wsj_2232.mrg|53|18,"`` It was bedlam on [ the upside , '' ] said one Big Board specialist .",upside,sg,NN,[u'side.n.04'],,PP,"[',', ""''""]",[],False,"[',', ""''""]","[u'say', 'one']",[],"['bedlam', 'on']",ZERO,THE
4852,data/parsed/22/wsj_2232.mrg|55|53,"The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after [ the trading ] in S&P 100 stock-index options was halted Friday .",trading,sg,NN,[u'commerce.n.01'],,NP,[],[],False,[],"['in', 'S&P']",[],"['heavy', 'after']",ZERO,THE
4924,data/parsed/22/wsj_2232.mrg|67|55,"But yesterday , even with halts in such major blue-chip stocks as Merck , `` we expected -LRB- [ the halts ] -RRB- and it was n't too bad , '' said S Donaldson 's Mr. Eppel , who had been critical of the specialists ' performance on Friday .",halt,pl,NN,[u'inaction.n.01'],,PRN,[],[],False,[],"['-RRB-', 'and']",[],"[u'expect', '-LRB-']",ZERO,THE
4967,data/parsed/22/wsj_2232.mrg|74|8,"Because of [ the UAL and AMR tumbles , ] airlines were the weakest sector of the market yesterday .",tumble,pl,NN,[u'acrobatic_stunt.n.01'],,PP,"[',']","['NNP', 'CC', 'NNP']",False,"[',']","[u'airline', u'be']","['UAL', 'and', 'AMR']","['Because', 'of']",ZERO,THE
5032,data/parsed/22/wsj_2232.mrg|82|66,Mr. Phelan said that program trading strategies were n't responsible for triggering Friday 's decline despite a jump in the use of [ the computer-driven strategies ] in recent months .,strategy,pl,NN,[u'plan_of_action.n.01'],,PP,[],['JJ'],False,[],"['in', 'recent']",['computer-driven'],"['use', 'of']",ZERO,THE
5082,data/parsed/22/wsj_2232.mrg|88|76,"Meanwhile , Peter DaPuzzo , Shearson 's head of retail equity trading , praised institutional investors in the OTC market , who were heavy buyers of [ the Nasdaq 's ] biggest technology issues yesterday amid a flood of selling by other investors .",Nasdaq,sg,NNP,[],,NPB,['POS'],[],False,"[""'s""]","[u'big', 'technology']",[],"[u'buyer', 'of']",ZERO,THE
5087,data/parsed/22/wsj_2232.mrg|89|4,"[ `` The institutions ] ca n't be criticized for their behavior , '' Mr. DaPuzzo said in an interview .",institution,pl,NN,[u'organization.n.01'],,S,[],['``'],False,[],"['ca', ""n't""]",['``'],[],ZERO,THE
5101,data/parsed/22/wsj_2232.mrg|93|30,"Instead , they bought on weakness and sold into [ the strength , ] which kept the market orderly .",strength,sg,NN,[u'property.n.02'],,NP,"[',']",[],False,"[',']","['which', u'keep']",[],"[u'sell', 'into']",ZERO,THE
5117,data/parsed/22/wsj_2232.mrg|96|34,"`` They did an excellent job , '' Mr. Phelan said of [ the specialists . ]",specialist,pl,NN,[u'expert.n.01'],,PP,['.'],[],True,['.'],[],[],"[u'say', 'of']",ZERO,THE
5120,data/parsed/22/wsj_2232.mrg|97|26,Wall Street traders on Friday had complained about [ the trading suspensions . ],suspension,pl,NN,[u'mixture.n.01'],,PP,['.'],['NN'],False,['.'],[],['trading'],"[u'complain', 'about']",ZERO,THE
5132,data/parsed/22/wsj_2233.mrg|2|3,[ The anti-defense Greens ] wanted a Washington federal appeals court to block today 's scheduled liftoff long enough for them to ask the World Court to `` order '' a permanent cancellation of the $ 1.5 billion flight .,Greens,sg,NNP,[u'vegetable.n.01'],,S,[],['JJ'],False,[],[u'want'],['anti-defense'],[],ZERO,THE
5139,data/parsed/22/wsj_2233.mrg|2|88,The anti-defense Greens wanted a Washington federal appeals court to block today 's scheduled liftoff long enough for them to ask the World Court to `` order '' a permanent cancellation of [ the $ 1.5 billion flight . ],flight,sg,NN,[u'formation.n.01'],,PP,['.'],"['$', 'CD', 'CD']",False,['.'],[],"['$', '<number>', 'billion']","['cancellation', 'of']",ZERO,THE
5160,data/parsed/22/wsj_2234.mrg|2|3,"[ The restrictions ] would cover all but a small percentage of domestic air traffic , and represent a major expansion of the current smoking ban on flights of two hours or less .",restriction,pl,NN,[u'rule.n.01'],,S,[],[],False,[],"['would', 'cover']",[],[],ZERO,THE
5195,data/parsed/22/wsj_2234.mrg|6|112,"As a practical matter , flights from the West Coast to Hawaii would be covered as they are under the time limit , but the language would exempt longer routes beginning , for example , in Chicago or on [ the East Coast . ]",Coast,sg,NNP,[u'shore.n.01'],,PP,['.'],['NNP'],False,['.'],[],['East'],"['or', 'on']",ZERO,THE
5207,data/parsed/22/wsj_2234.mrg|8|18,"The measure is attached to [ the more than $ 26 billion fiscal 1990 transportation bill ] within Mr. Lautenberg 's jurisdiction , and the final compromise is laced with more than $ 205 million in road projects earmarked by members as well as funds sought by major airports , including Denver .",bill,sg,NN,[u'legal_document.n.01'],,PP,[],"['JJR', 'IN', '$', 'CD', 'CD', 'JJ', 'CD', 'NN']",False,[],"['within', 'Mr.']","['more', 'than', '$', '<number>', 'billion', 'fiscal', '<number>', 'transportation']","[u'attach', 'to']",ZERO,THE
5236,data/parsed/22/wsj_2234.mrg|12|20,"Although the smoking provision has attracted [ the most public interest , ] the underlying bill was the subject of behind-the-scenes lobbying because of its impact on air transportation and the more mundane , but politically important , projects of members .",interest,sg,NN,[u'curiosity.n.01'],,VP,"[',']","['RBS', 'JJ']",False,"[',']",['underlying'],"['most', 'public']","[u'have', u'attract']",ZERO,THE
5242,data/parsed/22/wsj_2234.mrg|12|79,"Although the smoking provision has attracted the most public interest , the underlying bill was the subject of behind-the-scenes lobbying because of its impact on air transportation and [ the more mundane , but politically important , projects ] of members .",project,pl,NN,[u'work.n.01'],,NP,[],"['RBR', 'JJ', ',', 'CC', 'RB', 'JJ', ',']",True,[],"['of', u'member']","['more', 'mundane', ',', 'but', 'politically', 'important', ',']","['transportation', 'and']",ZERO,THE
5246,data/parsed/22/wsj_2234.mrg|13|26,"In a stark lesson in the power of [ the appropriations committees , ] the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .",committee,pl,NN,[u'administrative_unit.n.01'],,PP,"[',']",['NNS'],False,"[',']",['House'],[u'appropriation'],"['power', 'of']",ZERO,THE
5261,data/parsed/22/wsj_2234.mrg|14|63,"`` Anybody can vote as they want , '' said Rep. William Lehman -LRB- D. , Fla. -RRB- , head of [ the House conferees . ]",conferee,pl,NN,[u'recipient.n.01'],,PP,['.'],['NNP'],False,['.'],[],['House'],"['head', 'of']",ZERO,THE
5279,data/parsed/22/wsj_2234.mrg|17|43,"The facilities account includes $ 40 million for Denver 's ambitious new airport , and [ the competition ] for these funds created shifting alliances between urban lawmakers representing established airports in Philadelphia and Michigan and the major carriers to Denver , United and Continental .",competition,sg,NN,[u'business_relation.n.01'],,NP,[],[],False,[],"['for', 'these']",[],"[',', 'and']",ZERO,THE
5286,data/parsed/22/wsj_2234.mrg|17|99,"The facilities account includes $ 40 million for Denver 's ambitious new airport , and the competition for these funds created shifting alliances between urban lawmakers representing established airports in Philadelphia and Michigan and [ the major carriers ] to Denver , United and Continental .",carrier,pl,NN,[u'traveler.n.01'],,NP,[],['JJ'],False,[],"['to', 'Denver']",['major'],"['Michigan', 'and']",ZERO,THE
5291,data/parsed/22/wsj_2234.mrg|18|11,"Leery of [ the costs -- ] and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .",cost,pl,NN,[u'reimbursement.n.01'],,NP,[':'],[],False,['--'],"['and', ',']",[],"['Leery', 'of']",ZERO,THE
5300,data/parsed/22/wsj_2234.mrg|19|48,"Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in [ the lobbying . ]",lobbying,sg,NN,,,PP,['.'],[],False,['.'],[],[],"['prominent', 'in']",ZERO,THE
5306,data/parsed/22/wsj_2234.mrg|20|58,The industry sought to impose conditions that would have delayed funds for the project until Denver and [ the airlines ] had agreed to leases for 50 % of the gates .,airline,pl,NN,[u'hose.n.03'],,NP,[],[],True,[],"[u'have', u'agree']",[],"['Denver', 'and']",ZERO,THE
5309,data/parsed/22/wsj_2234.mrg|20|87,The industry sought to impose conditions that would have delayed funds for the project until Denver and the airlines had agreed to leases for 50 % of [ the gates . ],gate,pl,NN,[],,PP,['.'],[],False,['.'],[],[],"['%', 'of']",ZERO,THE
5338,data/parsed/22/wsj_2234.mrg|25|12,The impact of [ the changes ] is to eliminate many of the most excessive cases where the government has been paying more than $ 200 for each passenger in subsidies .,change,pl,NN,[u'happening.n.01'],,PP,[],[],False,[],"[u'be', 'to']",[],"['impact', 'of']",ZERO,THE
5410,data/parsed/22/wsj_2235.mrg|6|107,"The company said revenue rose 138 % , to $ 10.9 million from $ 4.6 million , reflecting the success of its movies `` Gorillas in the Mist '' and `` Rainman , '' as well as [ the box-office smash `` Batman . ]",Batman,sg,NNP,[u'attendant.n.01'],,PP,['.'],"['NN', 'NN', '``']",True,['.'],[],"['box-office', 'smash', '``']","['well', 'as']",ZERO,THE
5418,data/parsed/22/wsj_2236.mrg|1|72,"A group including Jon M. Huntsman of Salt Lake City , said it boosted its stake in Aristech Chemical Corp. to 8.36 % of [ the the common shares ] outstanding .",share,pl,NN,[u'assets.n.01'],,NP,[],['JJ'],False,[],"['outstanding', '.']",['common'],"['%', 'of']",ZERO,THE
5459,data/parsed/22/wsj_2237.mrg|2|60,"Last month , the Senate voted to send a delegation of congressional staffers to Poland to assist its legislature , [ the Sejm , ] in democratic procedures .",Sejm,sg,NN,,,NP,"[',']",[],False,"[',']","['in', 'democratic']",[],"['legislature', ',']",ZERO,THE
5465,data/parsed/22/wsj_2237.mrg|4|3,[ The Poles ] might do better to view it as a Trojan Horse .,Poles,pl,NNP,[u'rod.n.01'],,S,[],[],False,[],"['might', 'do']",[],[],ZERO,THE
5474,data/parsed/22/wsj_2237.mrg|5|94,"It is the vast shadow government of 15,000 congressional staffers that helps create such legislative atrocities as the 1,376 page , 13-pound reconciliation bill that claimed to be the budget of [ the United States . ]",States,pl,NNP,[u'administrative_district.n.01'],,PP,['.'],['NNP'],False,['.'],[],['United'],"['budget', 'of']",ZERO,THE
5475,data/parsed/22/wsj_2237.mrg|6|10,"Maybe after [ the staffers ] explain their work to the Poles , they 'd be willing to come back and do the same for the American people .",staffer,pl,NN,[u'employee.n.01'],,S,[],[],True,[],"['explain', 'their']",[],"['Maybe', 'after']",ZERO,THE
5477,data/parsed/22/wsj_2237.mrg|6|26,"Maybe after the staffers explain their work to [ the Poles , ] they 'd be willing to come back and do the same for the American people .",Poles,pl,NNP,[u'rod.n.01'],,PP,"[',']",[],True,"[',']","['they', ""'d""]",[],"['work', 'to']",ZERO,THE
5480,data/parsed/22/wsj_2237.mrg|6|69,"Maybe after the staffers explain their work to the Poles , they 'd be willing to come back and do the same for [ the American people . ]",people,pl,NN,[u'group.n.01'],,PP,['.'],['JJ'],False,['.'],[],['American'],"['same', 'for']",ZERO,THE
5490,data/parsed/22/wsj_2238.mrg|2|4,"[ The results ] for the half were worse than market expectations , which suggested an interim loss of around 10 million Irish punts .",result,pl,NN,[u'phenomenon.n.01'],,NP,[],[],False,[],['for'],[],[],ZERO,THE
5491,data/parsed/22/wsj_2238.mrg|2|12,"The results for [ the half ] were worse than market expectations , which suggested an interim loss of around 10 million Irish punts .",half,sg,NN,[u'common_fraction.n.01'],,PP,[],[],False,[],"[u'be', u'bad']",[],"[u'result', 'for']",ZERO,THE
5567,data/parsed/22/wsj_2239.mrg|9|9,Contributing to [ the selling pressure ] were dispatches by several investment firms advising clients to boost their stock holdings and reduce the size of their cash or bond portfolios .,pressure,sg,NN,[u'physical_phenomenon.n.01'],,PP,[],['NN'],False,[],"[u'be', u'dispatch']",['selling'],"['Contributing', 'to']",ZERO,THE
5658,data/parsed/22/wsj_2239.mrg|26|50,"`` I think the willingness of securities companies to make markets for high-yield issues improved [ the sentiment ] for junk bonds , '' said John Lonski , an economist at Moody 's Investors Service Inc .",sentiment,sg,NN,[u'feeling.n.01'],,NP,[],[],False,[],"['for', 'junk']",[],"[u'issue', u'improve']",ZERO,THE
5745,data/parsed/22/wsj_2239.mrg|42|46,"Meanwhile , agency supply is expected to weigh heavily on the market today when [ the Federal Home Loan Bank ] prices a $ 2.3 billion offering of one-year , three-year , five-year and 10-year maturities .",Bank,sg,NNP,[u'slope.n.01'],,S,[],"['NNP', 'NNP', 'NNP']",False,[],[u'price'],"['Federal', 'Home', 'Loan']","['today', 'when']",ZERO,THE
5749,data/parsed/22/wsj_2239.mrg|43|8,"Tomorrow , [ the Resolution Funding Corp. ] will provide details of its first bond issue , which is expected to total between $ 4 billion and $ 6 billion and carry a maturity greater than 20 years .",Corp.,sg,NNP,,,S,[],"['NNP', 'NNP']",False,[],"['will', 'provide']","['Resolution', 'Funding']","['Tomorrow', ',']",ZERO,THE
5762,data/parsed/22/wsj_2239.mrg|45|10,"And this week [ the Tennessee Valley Authority ] plans to price a $ 3 billion offering , its first public debt borrowing in 15 years .",Authority,sg,NNP,[u'control.n.01'],,S,[],"['NNP', 'NNP']",False,[],"[u'plan', 'to']","['Tennessee', 'Valley']","['this', 'week']",ZERO,THE
5769,data/parsed/22/wsj_2239.mrg|46|26,"`` There 's lots of supply , '' [ the New York trader ] said .",trader,sg,NN,[u'merchant.n.01'],,S,[],"['NNP', 'NNP']",False,[],"[u'say', '.']","['New', 'York']","[',', ""''""]",ZERO,THE
5822,data/parsed/22/wsj_2239.mrg|59|3,"[ The percentage rates ] are calculated on a 360-day year , while the coupon-equivalent yield is based on a 365-day year .",rate,pl,NN,[u'tax.n.01'],,S,[],['NN'],True,[],"[u'be', u'calculate']",['percentage'],[],ZERO,THE
5884,data/parsed/22/wsj_2239.mrg|73|95,"Dealers said morning activity was hectic as prices dropped in response to gains in the stock market and losses in Treasury securities , but trading slowed to moderate levels in [ the afternoon . ]",afternoon,sg,NN,[u'day.n.04'],,PP,['.'],[],False,['.'],[],[],"[u'level', 'in']",ZERO,THE
5921,data/parsed/22/wsj_2239.mrg|79|6,"Offsetting [ the Remic-related purchases ] were continued heavy sales by mortgage originators , which are producing increased amounts of fixed-rate mortgage-backed issues with lower rates .",purchase,pl,NN,[u'acquisition.n.01'],,VP,[],['JJ'],False,[],"[u'be', u'continue']",['Remic-related'],['Offsetting'],ZERO,THE
5936,data/parsed/22/wsj_2239.mrg|83|3,[ The session losses ] left municipal dollar bonds close to where they were before the 190.58-point drop in the Dow Jones Industrial Average Friday prompted a capital markets rally .,loss,pl,NN,[u'financial_loss.n.01'],,S,[],['NN'],False,[],"[u'leave', 'municipal']",['session'],[],ZERO,THE
6008,data/parsed/22/wsj_2240.mrg|1|90,"BMA Corp. , Kansas City , Mo. , said it 's weighing `` strategic alternatives , '' for its Business Men 's Assurance Co. unit , and is contacting possible buyers of [ the life and health insurance operation . ]",operation,sg,NN,[u'action.n.02'],,PP,['.'],"['NN', 'CC', 'NN', 'NN']",False,['.'],[],"['life', 'and', 'health', 'insurance']","[u'buyer', 'of']",ZERO,THE
6019,data/parsed/22/wsj_2240.mrg|3|6,"[ The Business Men 's ] Assurance unit represented about $ 288 million of the company 's $ 488 million in 1988 revenue , and the unit 's operating income was about $ 10 million , said S the spokesman .",Men,sg,NNP,[u'force.n.04'],,NPB,['POS'],['NNP'],True,"[""'s""]","['Assurance', 'unit']",['Business'],[],ZERO,THE
6022,data/parsed/22/wsj_2240.mrg|3|37,"The Business Men 's Assurance unit represented about $ 288 million of [ the company 's ] $ 488 million in 1988 revenue , and the unit 's operating income was about $ 10 million , said S the spokesman .",company,sg,NN,[u'institution.n.01'],,NPB,['POS'],[],False,"[""'s""]","['$', '<number>']",[],"['million', 'of']",ZERO,THE
6044,data/parsed/22/wsj_2241.mrg|2|55,"A spokesman for Laidlaw declined to disclose the price the Toronto transportation and waste services concern paid for [ the additional shares , ] which he said were acquired `` over the last couple of weeks . ''",share,pl,NN,[u'assets.n.01'],,NP,"[',']",['JJ'],False,"[',']","['which', 'he']",['additional'],"[u'pay', 'for']",ZERO,THE
6046,data/parsed/22/wsj_2241.mrg|2|89,"A spokesman for Laidlaw declined to disclose the price the Toronto transportation and waste services concern paid for the additional shares , which he said were acquired `` over [ the last couple ] of weeks . ''",couple,sg,NN,[u'pair.n.03'],,NP,[],['JJ'],False,[],"['of', u'week']",['last'],"['``', 'over']",ZERO,THE
6106,data/parsed/22/wsj_2242.mrg|6|44,"Export sales for leisure items alone , for instance , totaled 184.74 billion yen in [ the 12 months , ] up from 106.06 billion in the previous fiscal year .",month,pl,NN,[u'time_period.n.01'],,PP,"[',']",['CD'],False,"[',']","['up', 'from']",['<number>'],"['yen', 'in']",ZERO,THE
6137,data/parsed/22/wsj_2243.mrg|5|3,"[ The closely held Hertz Corp. ] had annual revenue of close to $ 2 billion in 1988 , of which $ 1.7 billion was contributed by its Hertz Rent A Car operations world-wide .",Corp.,sg,NNP,,,S,[],"['RB', 'VBN', 'NNP']",True,[],"[u'have', 'annual']","['closely', u'hold', 'Hertz']",[],ZERO,THE
6149,data/parsed/22/wsj_2243.mrg|6|49,"Hertz Equipment is a major supplier of rental equipment in the U.S. , France , Spain and [ the U.K . ]",U.K,sg,NNP,,,NP,['.'],[],False,['.'],[],[],"['Spain', 'and']",ZERO,THE
6216,data/parsed/22/wsj_2245.mrg|3|64,"He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to [ the full-year 1988 earnings '' ] of $ 108.6 million , or $ 4.81 a share .",earnings,pl,NN,[u'income.n.01'],,NP,"[""''""]","['JJ', 'CD']",False,"[""''""]","['of', '$']","['full-year', '<number>']","['equal', 'to']",ZERO,THE
6281,data/parsed/22/wsj_2246.mrg|9|18,"Closely held U.S. Banknote offered [ the $ 7 ] a share , or $ 126 million , for as many as 14.9 million shares , or 78.6 % , of International Banknote 's shares outstanding .",$,,QP,,,NP,[],[],False,[],['share'],[],"['Banknote', u'offer']",ZERO,THE
6292,data/parsed/22/wsj_2246.mrg|10|54,"U.S. Banknote said that as of Oct. 13 , 16.1 million shares , or about 84.3 % of [ the fully diluted shares ] outstanding , had been tendered .",share,pl,NN,[u'assets.n.01'],,NP,[],"['RB', 'JJ']",True,[],"['outstanding', ',']","['fully', 'diluted']","['%', 'of']",ZERO,THE
6301,data/parsed/22/wsj_2247.mrg|2|7,"Under [ the terms ] of the contract , New York-based Gitano has the option to acquire the remaining 50 % of Regatta , a maker of men 's and women 's clothes sold primarily in department stores , under certain conditions .",term,pl,NN,[u'status.n.01'],,NP,[],[],False,[],['of'],[],['Under'],ZERO,THE
6351,data/parsed/22/wsj_2248.mrg|2|15,"In the year-ago quarter , [ the natural gas concern ] had net income of $ 25.2 million , or 34 cents a share , on revenue of about $ 1.46 billion .",concern,sg,NN,[u'interest.n.01'],,S,[],"['JJ', 'NN']",False,[],"[u'have', 'net']","['natural', 'gas']","['quarter', ',']",ZERO,THE
6360,data/parsed/22/wsj_2248.mrg|3|32,Those results included a $ 2.7 million charge related to [ the retirement ] of debt .,retirement,sg,NN,[u'status.n.01'],,NP,[],[],False,[],"['of', 'debt']",[],"[u'relate', 'to']",ZERO,THE
6367,data/parsed/22/wsj_2248.mrg|4|39,"In a related move , Enron said it increased the number of [ the partnership 's ] units it will offer to 6,930,000 from 5,500,000 .",partnership,sg,NN,[u'business.n.01'],,NPB,['POS'],[],True,"[""'s""]","[u'unit', 'it']",[],"['number', 'of']",ZERO,THE
6377,data/parsed/22/wsj_2248.mrg|6|59,Enron said each unit will be priced in the $ 19-to-$21 range and will represent about 80 % of [ the partnership equity . ],equity,sg,NN,[u'assets.n.01'],,PP,['.'],['NN'],False,['.'],[],['partnership'],"['%', 'of']",ZERO,THE
6393,data/parsed/22/wsj_2249.mrg|2|13,"DIG Acquisition Corp. , [ the New Jersey investor 's acquisition vehicle , ] said that as of the close of business yesterday , 560,839 shares had been tendered .",vehicle,sg,NN,[u'conveyance.n.03'],,NP,"[',']","['NNP', 'NNP', 'NN', 'POS', 'NN']",False,"[',']","[u'say', 'that']","['New', 'Jersey', 'investor', ""'s"", 'acquisition']","['Corp.', ',']",ZERO,THE
6472,data/parsed/22/wsj_2250.mrg|11|46,"`` The pendulum is swinging back to black and white , '' says Richard DeMoulin , [ the general manager ] of Eastman Kodak Co. 's professional photography division .",manager,sg,NN,[u'administrator.n.01'],,NP,[],['JJ'],False,[],"['of', 'Eastman']",['general'],"['DeMoulin', ',']",ZERO,THE
6503,data/parsed/22/wsj_2250.mrg|16|44,"The Rochester , N.Y. , photographic giant recently began marketing T-Max 3200 , one of [ the fastest and most sensitive monochrome films . ]",film,pl,NN,"[u'product.n.02', u'show.n.03']",,PP,['.'],"['JJS', 'CC', 'JJS', 'JJ', 'JJ']",True,['.'],[],"[u'fast', 'and', 'most', 'sensitive', 'monochrome']","['one', 'of']",ZERO,THE
6531,data/parsed/22/wsj_2250.mrg|21|14,"The biggest beneficiary of [ the black-and-white revival ] is likely to be International Paper Co. 's Ilford division , known in the industry for its premium products .",revival,sg,NN,[u'improvement.n.01'],,PP,[],['JJ'],False,[],"[u'be', 'likely']",['black-and-white'],"['beneficiary', 'of']",ZERO,THE
6558,data/parsed/22/wsj_2250.mrg|26|50,"`` It has an archival , almost nostalgic quality to it , '' says Owen B. Butler , [ the chairman ] of the applied photography department at Rochester Institute of Technology .",chairman,sg,NN,[u'presiding_officer.n.01'],,NP,[],[],False,[],['of'],[],"['Butler', ',']",ZERO,THE
6584,data/parsed/22/wsj_2250.mrg|31|12,"Richard Crisman , [ the account manager ] for the campaign , says Gap did n't intentionally choose black and white to distinguish its ads from the color spreads of competitors .",manager,sg,NN,[u'administrator.n.01'],,NP,[],['NN'],False,[],['for'],['account'],"['Crisman', ',']",ZERO,THE
6588,data/parsed/22/wsj_2250.mrg|31|71,"Richard Crisman , the account manager for the campaign , says Gap did n't intentionally choose black and white to distinguish its ads from [ the color spreads ] of competitors .",spread,pl,NN,[u'change_of_location.n.01'],,NP,[],['NN'],False,[],"['of', u'competitor']",['color'],"[u'ad', 'from']",ZERO,THE
6629,data/parsed/22/wsj_2250.mrg|39|70,"His On-Broadway Photography studio in Portland , Ore. , doubled its business last year and , he says S , is booked solid for [ the next five . ]",five,,CD,[u'digit.n.01'],,PP,['.'],['JJ'],False,['.'],[],['next'],"['solid', 'for']",ZERO,THE
6781,data/parsed/22/wsj_2251.mrg|6|10,"McClatchy publishes [ the Sacramento -LRB- Calif . -RRB- Bee ] and Tacoma -LRB- Wash . -RRB- News Tribune , and other papers in Western states .",Bee,sg,NNP,[u'hymenopterous_insect.n.01'],,NP,[],"['NNP', '-LRB-', 'NNP', '.', '-RRB-']",False,[],"['and', 'Tacoma']","['Sacramento', '-LRB-', 'Calif', '.', '-RRB-']","['McClatchy', u'publish']",ZERO,THE
6843,data/parsed/22/wsj_2253.mrg|2|94,"The barometer , developed by analysts at Columbia University 's Center for International Business Cycle Research here , reached a record high of 223.0 in August , the latest month available , and [ the Columbia researchers ] estimate that it has moved even higher since then .",researcher,pl,NN,[u'scientist.n.01'],,S,[],['NNP'],False,[],"['estimate', 'that']",['Columbia'],"[',', 'and']",ZERO,THE
6854,data/parsed/22/wsj_2253.mrg|4|29,"The August rise marked the fifth straight monthly gain for [ the indicator , ] which uses the 1967 average as a base of 100 .",indicator,sg,NN,[u'fact.n.02'],,NP,"[',']",[],True,"[',']","['which', u'use']",[],"['gain', 'for']",ZERO,THE
6878,data/parsed/22/wsj_2253.mrg|7|72,"But the far stronger showing of the Columbia index `` makes a recession any time soon highly unlikely , '' says S Geoffrey H. Moore , [ the director ] of the Columbia facility .",director,sg,NN,[u'administrator.n.01'],,NP,[],[],False,[],['of'],[],"['Moore', ',']",ZERO,THE
6884,data/parsed/22/wsj_2253.mrg|8|44,"A leading authority on the business cycle , Mr. Moore also is a member of [ the Business Cycle Dating Group , ] the panel of private economists that decides for the government when expansions and recessions begin and end .",Group,sg,NNP,[u'abstraction.n.06'],,NP,"[',']","['NNP', 'NNP', 'NNP']",False,"[',']",['panel'],"['Business', 'Cycle', 'Dating']","['member', 'of']",ZERO,THE
6894,data/parsed/22/wsj_2253.mrg|10|21,"`` No meeting is scheduled because [ the expansion ] shows no sign of going off the tracks , '' Mr. Moore reports .",expansion,sg,NN,[u'increase.n.05'],,S,[],[],True,[],"[u'show', 'no']",[],"[u'schedule', 'because']",ZERO,THE
6896,data/parsed/22/wsj_2253.mrg|10|45,"`` No meeting is scheduled because the expansion shows no sign of going off [ the tracks , '' ] Mr. Moore reports .",track,pl,NN,[u'line.n.11'],,VP,"[',', ""''""]",[],False,"[',', ""''""]","['Mr.', 'Moore']",[],"[u'go', 'off']",ZERO,THE
6901,data/parsed/22/wsj_2253.mrg|11|45,"Based largely on the recent strength in their index , called the long leading indicator , [ the Columbia analysts ] foresee uninterrupted economic growth through the rest of this year and next year as well .",analyst,pl,NN,[u'expert.n.01'],,S,[],['NNP'],False,[],"['foresee', 'uninterrupted']",['Columbia'],"['indicator', ',']",ZERO,THE
6909,data/parsed/22/wsj_2253.mrg|12|29,"They expect a 2.6 % rise in 1990 in [ the gross national product , ] after adjustment for inflation .",product,sg,NN,[u'commodity.n.01'],,PP,"[',']","['JJ', 'JJ']",False,"[',']","['after', 'adjustment']","['gross', 'national']","['<number>', 'in']",ZERO,THE
6930,data/parsed/22/wsj_2253.mrg|15|4,"[ The comparable lead times ] for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .",time,pl,NN,[u'time_period.n.01'],,NP,[],"['JJ', 'JJ']",False,[],['for'],"['comparable', 'lead']",[],ZERO,THE
6937,data/parsed/22/wsj_2253.mrg|16|3,"[ The Columbia economists ] also have reconstructed how the long leading index would have behaved , had it existed , in 1929 , before the stock market crash in October that ushered in the Great Depression .",economist,pl,NN,[u'social_scientist.n.01'],,S,[],['NNP'],False,[],"['also', 'have']",['Columbia'],[],ZERO,THE
6954,data/parsed/22/wsj_2253.mrg|19|15,"A major source of [ the recent strength ] in the long leading indicator has been the performance of the Dow Jones corporate bond-price index , which is not a part of the Commerce index .",strength,sg,NN,[u'property.n.02'],,NP,[],['JJ'],False,[],['in'],['recent'],"['source', 'of']",ZERO,THE
6976,data/parsed/22/wsj_2253.mrg|22|92,"Other components of the long leading indicator include a ratio of prices to unit labor costs in manufacturing industries , the M2 version of the money supply , adjusted for inflation , and [ the volume ] of new home-building permits .",volume,sg,NN,[u'measure.n.02'],,NP,[],[],False,[],"['of', 'new']",[],"[',', 'and']",ZERO,THE
6979,data/parsed/22/wsj_2253.mrg|23|12,"Notably absent from [ the Columbia ] index is the stock market , which Mr. Moore says `` is simply no longer such a good indicator of the economy 's long-range prospects , though it still is useful for anticipating some short-run twists and turns . ''",Columbia,sg,NNP,[],,PP,[],[],False,[],"['index', u'be']",[],"['absent', 'from']",ZERO,THE
7003,data/parsed/22/wsj_2253.mrg|25|68,"It was assigned a mark of 80 out of a possible 100 , compared with scores ranging as low as 69 for [ the other components . ]",component,pl,NN,[u'part.n.09'],,PP,['.'],['JJ'],True,['.'],[],['other'],"['<number>', 'for']",ZERO,THE
