|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
8150|ZERO|"data/parsed/22/wsj_2265.mrg|50|25"|However , this was brushed aside by [ concern ] over the stock market , the analyst said S .|concern|sg|NN|[u'interest.n.01']||NP|[]|[]|False|[]|['over']|[]|['aside', 'by']|NN|False|True|False|5|False|PP|over|was|False|0.388888888889|THE|ZERO
8169|ZERO|"data/parsed/22/wsj_2265.mrg|54|22"|Futures prices eased , more in [ reaction ] to Hurricane Jerry than to any influence of the stock market .|reaction|sg|NN|[u'chemical_process.n.01']||NP|[]|[]|False|[]|['to', 'Hurricane']|[]|['more', 'in']|NN|False|True|False|3|False|PP|to|eased|False|0.315789473684|THE|ZERO
8207|ZERO|"data/parsed/22/wsj_2265.mrg|60|4"|[ Colder weather ] is being predicted for the high plains of Texas and the northern states of the Delta during the coming weekend , Mr. Simon said S .|weather|sg|NN|[u'atmospheric_phenomenon.n.01']||S|[]|['NNP']|False|[]|[u'be', u'be']|['Colder']|[]|NN|False|False|False|0|False|||is|False|0.0|THE|ZERO
8299|ZERO|"data/parsed/22/wsj_2265.mrg|76|50"|A broad rally began when several major processors began buying futures contracts , apparently to take [ advantage ] of the price dip .|advantage|sg|NN|[u'asset.n.01']||NP|[]|[]|False|[]|['of']|[]|['to', 'take']|NN|False|True|False|5|True|PP|of|to|False|0.727272727273|THE|ZERO
8325|ZERO|"data/parsed/22/wsj_2266.mrg|2|144"|A company spokesman said he believed the confusion was caused when James Batten , Knight-Ridder 's chairman and chief executive , told New York analysts two weeks ago that Knight-Ridder 's earnings per share for the first nine months of 1989 would `` be behind a little bit '' from [ like period ] of|period|sg|NN|[u'fundamental_quantity.n.01']||PP|[]|['JJ']|False|[]|['of']|['like']|"[""''"", 'from']"|NN|False|False|False|0|False|||would|False|0.961538461538|THE|ZERO
8387|ZERO|"data/parsed/22/wsj_2267.mrg|5|75"|DD Acquisition said that it already owns 15 % of the common shares of the doughnut shop chain and that as of the close of [ business ] Friday an additional 11 % had been tendered to its offer .|business|sg|NN|[u'enterprise.n.02']||PP|[]|[]|False|[]|['Friday']|[]|['close', 'of']|NN|False|False|False|0|False|||had|False|0.657894736842|THE|ZERO
8444|ZERO|"data/parsed/22/wsj_2268.mrg|5|67"|In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at [ quarter 's ] end for the first time in the company 's history .|quarter|sg|NN|[u'common_fraction.n.01']||NPB|['POS']|[]|True|"[""'s""]"|['end', 'for']|[]|['billion', 'at']|NN|False|False|False|0|False|||said|True|0.657142857143|THE|ZERO
8448|ZERO|"data/parsed/22/wsj_2268.mrg|6|3"|[ Deposit growth ] amounted to $ 393 million , more than double the year-ago figure .|growth|sg|NN|[u'organic_process.n.01']||S|[]|['NNP']|False|[]|[u'amount', 'to']|['Deposit']|[]|NN|False|False|False|0|False|||amounted|False|0.0|THE|ZERO
8459|ZERO|"data/parsed/22/wsj_2269.mrg|1|88"|Whirlpool Corp. , Benton Harbor , Mich. , said it has developed a process to recover environmentally harmful chlorofluorocarbons , or CFCs , that previously entered the atmosphere during [ in-home repair ] of refrigerators and freezers .|repair|sg|NN|[u'improvement.n.02']||NP|[]|['JJ']|False|[]|['of', u'refrigerator']|['in-home']|['atmosphere', 'during']|NN|False|True|False|5|True|PP|of|entered|False|0.828571428571|THE|ZERO
8495|ZERO|"data/parsed/22/wsj_2269.mrg|6|45"|Whirpool said , `` We see this process as a small but important step toward [ eventual elimination ] of CFC use in appliance manufacture .|elimination|sg|NN|[u'removal.n.01']||NP|[]|['JJ']|False|[]|['of', 'CFC']|['eventual']|['step', 'toward']|NN|False|True|False|7|True|PP|of|see|False|0.652173913043|THE|ZERO
8632|ZERO|"data/parsed/22/wsj_2272.mrg|5|21"|Memotec is a Montreal-based maker of [ telecommunications products and provider ] of telecommunications and computer services .|provider|sg|NN|[u'businessperson.n.01']||NP|[]|['NN', 'NNS', 'CC']|True|[]|['of', u'telecommunication']|[u'telecommunication', u'product', 'and']|['maker', 'of']|NN|False|True|False|6|True|PP|of|is|True|0.461538461538|THE|ZERO
8647|ZERO|"data/parsed/22/wsj_2272.mrg|7|71"|But it said Charles Johnston , ISI chairman and president , agreed to sell his 60 % stake in ISI to Memotec upon [ completion ] of the tender offer for a combination of cash , Memotec stock and debentures .|completion|sg|NN|[u'maneuver.n.03']||NP|[]|[]|False|[]|['of']|[]|['Memotec', 'upon']|NN|False|True|False|15|True|PP|of|to|False|0.589743589744|THE|ZERO
8788|ZERO|"data/parsed/22/wsj_2275.mrg|6|37"|Meanwhile , CWA and International Brotherhood of Electrical Workers members remain on [ strike ] against Nynex Corp. , the New York-based regional phone company .|strike|sg|NN|[u'job_action.n.01']||NP|[]|[]|True|[]|['against', 'Nynex']|[]|['remain', 'on']|NN|False|True|False|11|False|PP|against|remain|True|0.5|THE|ZERO
8800|ZERO|"data/parsed/22/wsj_2276.mrg|1|21"|For the moment , at least , [ euphoria ] has replaced anxiety on Wall Street .|euphoria|sg|NN|[u'elation.n.02']||S|[]|[]|False|[]|[u'have', u'replace']|[]|['least', ',']|NN|False|False|False|0|False|||has|False|0.466666666667|THE|ZERO
8801|ZERO|"data/parsed/22/wsj_2276.mrg|1|31"|For the moment , at least , euphoria has replaced [ anxiety ] on Wall Street .|anxiety|sg|NN|[u'psychological_state.n.01']||NP|[]|[]|False|[]|['on', 'Wall']|[]|[u'have', u'replace']|NN|False|True|False|4|False|PP|on|has|False|0.666666666667|THE|ZERO
8806|ZERO|"data/parsed/22/wsj_2276.mrg|2|40"|The Dow Jones Industrial Average jumped sharply yesterday to close at 2657.38 , [ panic ] did n't sweep the world 's markets , and investors large and small seemed to accept Friday 's dizzying 190-point plunge as a sharp correction , not a calamity .|panic|sg|NN|[u'fear.n.01']||S|[]|[]|False|[]|"[u'do', ""n't""]"|[]|['<number>', ',']|NN|False|False|False|0|False|||did|False|0.295454545455|THE|ZERO
8814|ZERO|"data/parsed/22/wsj_2276.mrg|3|9"|Many went [ bargain-hunting . ]|bargain-hunting|sg|NN|||VP|['.']|[]|False|['.']|[]|[]|['Many', u'go']|NN|False|False|False|0|False|||went|False|0.666666666667|THE|ZERO
8950|ZERO|"data/parsed/22/wsj_2276.mrg|28|4"|[ Foreign stock markets , ] which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .|market|pl|NN|[u'activity.n.01']||NP|[',']|['JJ', 'NN']|True|[',']|['which', u'kick']|['Foreign', 'stock']|[]|NN|False|True|False|11|False|SBAR|which|began|True|0.0|THE|ZERO
8965|ZERO|"data/parsed/22/wsj_2276.mrg|30|44"|And the widely disseminated opinion among most market experts that a crash was n't in [ store ] also helped calm investors .|store|sg|NN|[u'mercantile_establishment.n.01']||PP|[]|[]|False|[]|['also', u'help']|[]|"[""n't"", 'in']"|NN|False|False|False|0|False|||was|False|0.714285714286|THE|ZERO
8989|ZERO|"data/parsed/22/wsj_2276.mrg|34|16"|Computers have increasingly connected [ securities markets ] world-wide , so that a buying or selling wave in one market is often passed around the globe .|market|pl|NN|[u'activity.n.01']||S|[]|['NNS']|True|[]|['world-wide', ',']|[u'security']|['increasingly', u'connect']|NN|False|False|False|0|False|||world-wide|True|0.166666666667|THE|ZERO
9022|ZERO|"data/parsed/22/wsj_2276.mrg|40|36"|Clients `` are all staying out '' of the market , one [ Merrill trader ] says S .|trader|sg|NN|[u'merchant.n.01']||NP|[]|['NNP']|True|[]|[u'say', 'S']|['Merrill']|[',', 'one']|NN|False|False|False|0|False|||says|True|0.75|THE|ZERO
9027|ZERO|"data/parsed/22/wsj_2276.mrg|41|30"|The relative calm in Tokyo proved little comfort to [ markets ] opening up in Europe .|market|pl|NN|[u'activity.n.01']||NP|[]|[]|True|[]|[u'open', 'up']|[]|['comfort', 'to']|NN|False|True|False|5|False|VP|opening|proved|True|0.6|THE|ZERO
9049|ZERO|"data/parsed/22/wsj_2276.mrg|46|20"|The screen was a sea of [ red . ]|red|sg|NN|[u'chromatic_color.n.01']||PP|['.']|[]|True|['.']|[]|[]|['sea', 'of']|NN|False|False|False|0|False|||was|True|0.857142857143|THE|ZERO
9051|ZERO|"data/parsed/22/wsj_2276.mrg|47|13"|`` I see [ concern , ] but I do n't see panic , '' says J. Francis Palamara , a New Yorker who runs the 15-trader office .|concern|sg|NN|[u'interest.n.01']||VP|[',']|[]|False|[',']|['but', 'I']|[]|['I', 'see']|NN|False|False|False|0|False|||see|False|0.115384615385|THE|ZERO
9067|ZERO|"data/parsed/22/wsj_2276.mrg|50|4"|[ Futures markets ] in Chicago had opened at a level suggesting the Dow would fall by about 60 points .|market|pl|NN|[u'activity.n.01']||NP|[]|['NNS']|False|[]|['in', 'Chicago']|['Futures']|[]|NN|False|True|False|2|False|PP|in|had|False|0.0|THE|ZERO
9076|ZERO|"data/parsed/22/wsj_2276.mrg|51|56"|With sell orders piled up from Friday , about half the stocks in the Dow could n't open on [ time . ]|time|sg|NN|[u'case.n.01']||PP|['.']|[]|True|['.']|[]|[]|['open', 'on']|NN|False|False|False|0|False|||could|True|0.95|THE|ZERO
9085|ZERO|"data/parsed/22/wsj_2276.mrg|54|21"|Ten minutes later , the Dow hit [ bottom - ] down 63.52 points , another 2.5 % .|bottom|sg|NN|[u'side.n.04']||VP|[':']|[]|False|['-']|['down', '<number>']|[]|['Dow', 'hit']|NN|False|False|False|0|False|||hit|False|0.4375|THE|ZERO
9107|ZERO|"data/parsed/22/wsj_2276.mrg|58|40"|Shortly after 10 a.m. , the Major Market Index , a Chicago Board of [ Trade futures contract ] of 20 stocks designed to mimic the DJIA , exploded upward .|contract|sg|NN|[u'written_agreement.n.01']||NP|[]|['NNP', 'NNS']|False|[]|['of', '<number>']|['Trade', u'future']|['Board', 'of']|NN|False|True|False|9|True|PP|of|exploded|False|0.518518518519|THE|ZERO
9141|ZERO|"data/parsed/22/wsj_2276.mrg|67|3"|[ Japanese ] were said to be heavy buyers .|Japanese|pl|NNP|[u'asian.n.01']||S|[]|[]|False|[]|[u'be', u'say']|[]|[]|NN|True|False|False|0|False|||were||0.0|THE|ZERO
9159|ZERO|"data/parsed/22/wsj_2276.mrg|70|58"|Walt Disney Co. , which had one of the biggest sell-order imbalances on Friday and was one of [ seven stocks ] that halted trading and never reopened that day , opened yesterday late at 114.5 , down 8.5 .|stock|pl|NN|[u'framework.n.03']||NP|[]|['CD']|True|[]|['that', u'halt']|['seven']|['one', 'of']|NN|False|True|False|9|False|SBAR|that|had|True|0.486486486486|THE|ZERO
9177|ZERO|"data/parsed/22/wsj_2276.mrg|73|6"|Among [ Big Board specialists , ] the cry was `` Pull your offers '' -- meaning that specialists soon expected to get higher prices for their shares .|specialist|pl|NN|[u'expert.n.01']||PP|[',']|['NNP', 'NNP']|False|[',']|['cry']|['Big', 'Board']|['Among']|NN|False|False|False|0|False|||was|False|0.0416666666667|THE|ZERO
9226|ZERO|"data/parsed/22/wsj_2276.mrg|83|57"|Over the weekend , clearing firms told the Chicago market makers to get out of their positions at any cost [ Monday morning . ]|morning|sg|NN|[u'time_period.n.01']||VP|['.']|['NNP']|False|['.']|[]|['Monday']|['any', 'cost']|NN|False|False|False|0|False|||to|False|0.952380952381|THE|ZERO
9240|ZERO|"data/parsed/22/wsj_2276.mrg|86|33"|Charles Clough , a strategist at Merrill Lynch , says [ bargain hunting ] had explained the Dow 's strength up to that point and that many market professionals were anticipating a drop in the Dow .|hunting|sg|NN|[u'blood_sport.n.01', u'outdoor_sport.n.01']||S|[]|['NN']|False|[]|[u'have', u'explain']|['bargain']|[',', u'say']|NN|False|False|False|0|False|||had|False|0.294117647059|THE|ZERO
9272|ZERO|"data/parsed/22/wsj_2276.mrg|92|13"|I much prefer [ money ] I can put my hands on . ''|money|sg|NN|[u'medium_of_exchange.n.01']||NP|[]|[]|False|[]|['I', 'can']|[]|['much', 'prefer']|NN|False|True|False|8|False|SBAR|I|prefer|False|0.25|THE|ZERO
9289|ZERO|"data/parsed/22/wsj_2276.mrg|95|20"|Ralph Holzfaster , a farmer and [ farm-supply store operator ] in Ogallala , Neb. , says of the last few days events , `` If anything good comes out of this , it might be that it puts some of these LBOs on the skids . ''|operator|sg|NN|[u'function.n.01']||NP|[]|['JJ', 'NN']|False|[]|['in', 'Ogallala']|['farm-supply', 'store']|['farmer', 'and']|NN|False|True|False|5|False|PP|in|says|False|0.136363636364|THE|ZERO
9477|ZERO|"data/parsed/22/wsj_2278.mrg|16|64"|While anti-abortion groups are opposed to such research , scientists have said transplanting such tissue could be effective in treating [ diabetes . ]|diabetes|sg|NN|[u'polygenic_disorder.n.01']||VP|['.']|[]|False|['.']|[]|[]|['in', u'treat']|NN|False|False|False|0|False|||treating|False|0.952380952381|THE|ZERO
9484|ZERO|"data/parsed/22/wsj_2278.mrg|17|61"|Delegates from 91 nations endorsed a ban on world ivory trade in an attempt to rescue the endangered elephant from [ extinction . ]|extinction|sg|NN|[u'inaction.n.01']||PP|['.']|[]|False|['.']|[]|[]|['elephant', 'from']|NN|False|False|False|0|False|||to|False|0.952380952381|THE|ZERO
9485|ZERO|"data/parsed/22/wsj_2278.mrg|18|3"|[ Five African nations , ] however , said they would continue selling the valuable tusks .|nation|pl|NN|[u'political_unit.n.01']||S|[',']|['CD', 'JJ']|True|[',']|['however', ',']|['Five', 'African']|[]|NN|False|False|False|0|False|||said|True|0.0|THE|ZERO
9628|ZERO|"data/parsed/22/wsj_2280.mrg|1|23"|Chicago investor William Farley agreed to sell [ three divisions ] of Cluett Peabody & Co. for about $ 600 million to Bidermann S.A. , a closely held clothing maker based in Paris .|division|pl|NN|[u'army_unit.n.01']||NP|[]|['CD']|False|[]|['of', 'Cluett']|['three']|['to', 'sell']|NN|False|True|False|5|True|PP|of|to|False|0.225806451613|THE|ZERO
9683|ZERO|"data/parsed/22/wsj_2280.mrg|9|12"|But he kept [ Fruit ] of the Loom Inc. , the underwear maker that he still controls and serves as chairman and chief executive .|Fruit|sg|NN|[u'reproductive_structure.n.01']||NP|[]|[]|False|[]|['of']|[]|['he', u'keep']|NN|False|True|False|20|True|PP|of|kept|False|0.125|THE|ZERO
9756|ZERO|"data/parsed/22/wsj_2281.mrg|5|28"|U.S. holders now own more than 60 % of [ Blue Arrow ] compared with 9 % last January .|Arrow|sg|NN|[u'mark.n.10']||PP|[]|['JJ']|True|[]|[u'compare', 'with']|['Blue']|['%', 'of']|NN|False|False|False|0|False|||own|True|0.529411764706|THE|ZERO
9825|ZERO|"data/parsed/22/wsj_2281.mrg|16|3"|[ Good will ] is the excess of cost of an acquired firm , operating unit or assets over the current or fair market value of those assets .|will|sg|NN|[u'faculty.n.01']||S|[]|['JJ']|True|[]|[u'be']|['Good']|[]|NN|False|False|False|0|False|||is|True|0.0|THE|ZERO
9827|ZERO|"data/parsed/22/wsj_2281.mrg|16|21"|Good will is the excess of [ cost ] of an acquired firm , operating unit or assets over the current or fair market value of those assets .|cost|sg|NN|[u'outgo.n.01']||NP|[]|[]|False|[]|['of']|[]|['excess', 'of']|NN|False|True|False|9|True|PP|of|is|False|0.222222222222|THE|ZERO
9836|ZERO|"data/parsed/22/wsj_2281.mrg|17|61"|But with so many shares now held in the U.S. , Blue Arrow reports its earnings two ways , based on both [ U.K. ] and U.S. accounting standards .|U.K.|sg|NNP|[]||NP|[]|[]|False|[]|['and', 'U.S.']|[]|['on', 'both']|NN|True|True|False|1|False|CC|and|reports||0.785714285714|THE|ZERO
9961|ZERO|"data/parsed/22/wsj_2282.mrg|11|30"|Strong earnings growth helped achieve that price far ahead of [ schedule , ] in August 1988 .|schedule|sg|NN|[u'plan.n.01']||PP|[',']|[]|False|[',']|['in', 'August']|[]|['ahead', 'of']|NN|False|False|False|0|False|||achieve|False|0.666666666667|THE|ZERO
9981|ZERO|"data/parsed/22/wsj_2282.mrg|14|71"|Reaching that goal , says S Robert T. Foote , Applied 's chief financial officer , will require `` efficient reinvestment '' of cash by [ Applied and continuation ] of its healthy 19 % rate of return on operating capital .|continuation|sg|NN|[u'activity.n.01']||NP|[]|['NNP', 'CC']|False|[]|['of', 'its']|['Applied', 'and']|['cash', 'by']|NN|False|True|False|12|True|PP|of|will|False|0.657894736842|THE|ZERO
9983|ZERO|"data/parsed/22/wsj_2282.mrg|14|98"|Reaching that goal , says S Robert T. Foote , Applied 's chief financial officer , will require `` efficient reinvestment '' of cash by Applied and continuation of its healthy 19 % rate of [ return ] on operating capital .|return|sg|NN|[u'legal_document.n.01']||NP|[]|[]|False|[]|['on', u'operate']|[]|['rate', 'of']|NN|False|True|False|4|False|PP|on|will|False|0.875|THE|ZERO
10014|ZERO|"data/parsed/22/wsj_2282.mrg|19|66"|He also professes an `` evangelical '' fervor to develop a corporate culture that rewards managers who produce and where [ decision-making ] is shared .|decision-making|sg|NN|||S|[]|[]|False|[]|[u'be', u'share']|[]|['and', 'where']|NN|False|False|False|0|False|||is|False|0.833333333333|THE|ZERO
10019|ZERO|"data/parsed/22/wsj_2282.mrg|20|70"|Mr. Sim considers the new unit 's operations `` fundamentally sound '' and adds that Barry Wright has been fairly successful in moving into [ markets ] that have n't interested larger competitors .|market|pl|NN|[u'activity.n.01']||NP|[]|[]|True|[]|['that', 'have']|[]|[u'move', 'into']|NN|False|True|False|7|False|SBAR|that|moving|True|0.75|THE|ZERO
