|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
6584|THE|"data/parsed/22/wsj_2250.mrg|31|12"|Richard Crisman , [ the account manager ] for the campaign , says Gap did n't intentionally choose black and white to distinguish its ads from the color spreads of competitors .|manager|sg|NN|[u'administrator.n.01']||NP|[]|['NN']|False|[]|['for']|['account']|['Crisman', ',']|NN|False|True|False|4|False|PP|for|says|False|0.107142857143|ZERO|THE
6588|THE|"data/parsed/22/wsj_2250.mrg|31|71"|Richard Crisman , the account manager for the campaign , says Gap did n't intentionally choose black and white to distinguish its ads from [ the color spreads ] of competitors .|spread|pl|NN|[u'change_of_location.n.01']||NP|[]|['NN']|False|[]|['of', u'competitor']|['color']|[u'ad', 'from']|NN|False|True|False|3|True|PP|of|to|False|0.857142857143|ZERO|THE
6629|THE|"data/parsed/22/wsj_2250.mrg|39|70"|His On-Broadway Photography studio in Portland , Ore. , doubled its business last year and , he says S , is booked solid for [ the next five . ]|five||CD|[u'digit.n.01']||PP|['.']|['JJ']|False|['.']|[]|['next']|['solid', 'for']|CD|False|False|False|0|False|||is||0.96|ZERO|THE
6781|THE|"data/parsed/22/wsj_2251.mrg|6|10"|McClatchy publishes [ the Sacramento -LRB- Calif . -RRB- Bee ] and Tacoma -LRB- Wash . -RRB- News Tribune , and other papers in Western states .|Bee|sg|NNP|[u'hymenopterous_insect.n.01']||NP|[]|['NNP', '-LRB-', 'NNP', '.', '-RRB-']|False|[]|['and', 'Tacoma']|['Sacramento', '-LRB-', 'Calif', '.', '-RRB-']|['McClatchy', u'publish']|NN|True|True|False|1|False|CC|and|publishes||0.105263157895|ZERO|THE
6810|THE|"data/parsed/22/wsj_2252.mrg|4|35"|Those two offers were private and the spokesman refused to identify [ the bidding companies . ]|company|pl|NN|[u'institution.n.01']||VP|['.']|['NN']|True|['.']|[]|['bidding']|['to', 'identify']|NN|False|False|False|0|False|||to|True|0.916666666667|ZERO|THE
6843|THE|"data/parsed/22/wsj_2253.mrg|2|94"|The barometer , developed by analysts at Columbia University 's Center for International Business Cycle Research here , reached a record high of 223.0 in August , the latest month available , and [ the Columbia researchers ] estimate that it has moved even higher since then .|researcher|pl|NN|[u'scientist.n.01']||S|[]|['NNP']|False|[]|['estimate', 'that']|['Columbia']|[',', 'and']|NN|False|False|False|0|False|||estimate|False|0.75|ZERO|THE
6884|THE|"data/parsed/22/wsj_2253.mrg|8|44"|A leading authority on the business cycle , Mr. Moore also is a member of [ the Business Cycle Dating Group , ] the panel of private economists that decides for the government when expansions and recessions begin and end .|Group|sg|NNP|[u'abstraction.n.06']||NP|[',']|['NNP', 'NNP', 'NNP']|False|[',']|['panel']|['Business', 'Cycle', 'Dating']|['member', 'of']|NN|True|True|False|18|False|NP|the|is||0.441176470588|ZERO|THE
6896|THE|"data/parsed/22/wsj_2253.mrg|10|45"|`` No meeting is scheduled because the expansion shows no sign of going off [ the tracks , '' ] Mr. Moore reports .|track|pl|NN|[u'line.n.11']||VP|"[',', ""''""]"|[]|False|"[',', ""''""]"|['Mr.', 'Moore']|[]|[u'go', 'off']|NN|False|False|False|0|False|||going|False|0.736842105263|ZERO|THE
6901|THE|"data/parsed/22/wsj_2253.mrg|11|45"|Based largely on the recent strength in their index , called the long leading indicator , [ the Columbia analysts ] foresee uninterrupted economic growth through the rest of this year and next year as well .|analyst|pl|NN|[u'expert.n.01']||S|[]|['NNP']|False|[]|['foresee', 'uninterrupted']|['Columbia']|['indicator', ',']|NN|False|False|False|0|False|||foresee|False|0.484848484848|ZERO|THE
6909|THE|"data/parsed/22/wsj_2253.mrg|12|29"|They expect a 2.6 % rise in 1990 in [ the gross national product , ] after adjustment for inflation .|product|sg|NN|[u'commodity.n.01']||PP|[',']|['JJ', 'JJ']|False|[',']|['after', 'adjustment']|['gross', 'national']|['<number>', 'in']|NN|False|False|False|0|False|||expect|False|0.6|ZERO|THE
6930|THE|"data/parsed/22/wsj_2253.mrg|15|4"|[ The comparable lead times ] for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .|time|pl|NN|[u'time_period.n.01']||NP|[]|['JJ', 'JJ']|False|[]|['for']|['comparable', 'lead']|[]|NN|False|True|False|12|False|PP|for|are|False|0.0|ZERO|THE
6937|THE|"data/parsed/22/wsj_2253.mrg|16|3"|[ The Columbia economists ] also have reconstructed how the long leading index would have behaved , had it existed , in 1929 , before the stock market crash in October that ushered in the Great Depression .|economist|pl|NN|[u'social_scientist.n.01']||S|[]|['NNP']|False|[]|['also', 'have']|['Columbia']|[]|NN|False|False|False|0|False|||have|False|0.0|ZERO|THE
6954|THE|"data/parsed/22/wsj_2253.mrg|19|15"|A major source of [ the recent strength ] in the long leading indicator has been the performance of the Dow Jones corporate bond-price index , which is not a part of the Commerce index .|strength|sg|NN|[u'property.n.02']||NP|[]|['JJ']|False|[]|['in']|['recent']|['source', 'of']|NN|False|True|False|5|False|PP|in|has|False|0.125|ZERO|THE
6976|THE|"data/parsed/22/wsj_2253.mrg|22|92"|Other components of the long leading indicator include a ratio of prices to unit labor costs in manufacturing industries , the M2 version of the money supply , adjusted for inflation , and [ the volume ] of new home-building permits .|volume|sg|NN|[u'measure.n.02']||NP|[]|[]|False|[]|['of', 'new']|[]|[',', 'and']|NN|False|True|False|5|True|PP|of|include|False|0.846153846154|ZERO|THE
6979|THE|"data/parsed/22/wsj_2253.mrg|23|12"|Notably absent from [ the Columbia ] index is the stock market , which Mr. Moore says `` is simply no longer such a good indicator of the economy 's long-range prospects , though it still is useful for anticipating some short-run twists and turns . ''|Columbia|sg|NNP|[]||PP|[]|[]|False|[]|['index', u'be']|[]|['absent', 'from']|NN|True|False|False|0|False|||is||0.0681818181818|ZERO|THE
6990|THE|"data/parsed/22/wsj_2253.mrg|24|39"|As recently as 1975 , the stock market -- as reflected in [ the Standard & Poor 's ] index of 500 common stocks -- was rated by the National Bureau of Economic Research as the best of the 12 leading indicators that then made up the Commerce index .|Poor|sg|NNP|[u'people.n.01']||NPB|['POS']|['NNP', 'CC']|False|"[""'s""]"|['index', 'of']|['Standard', '&']|[u'reflect', 'in']|NN|True|False|False|0|False|||reflected||0.272727272727|ZERO|THE
7003|THE|"data/parsed/22/wsj_2253.mrg|25|68"|It was assigned a mark of 80 out of a possible 100 , compared with scores ranging as low as 69 for [ the other components . ]|component|pl|NN|[u'part.n.09']||PP|['.']|['JJ']|True|['.']|[]|['other']|['<number>', 'for']|NN|False|False|False|0|False|||was|True|0.95652173913|ZERO|THE
7018|THE|"data/parsed/22/wsj_2253.mrg|27|91"|`` Stocks have become more sensitive to factors not directly tied to the domestic economy , '' Mr. Moore says , citing the exchange rate for the dollar on currency markets , [ the foreign-trade balance and inflows ] of foreign capital .|inflow|pl|NN|[u'flow.n.04']||NP|[]|['JJ', 'NN', 'CC']|False|[]|['of', 'foreign']|['foreign-trade', 'balance', 'and']|[u'market', ',']|NN|False|True|False|4|True|PP|of|citing|False|0.864864864865|ZERO|THE
7117|THE|"data/parsed/22/wsj_2255.mrg|6|17"|The rating agency also reduced [ the ratings ] for long-term deposits to B-3 from Ba-3 and for preferred stock to Ca from Caa .|rating|pl|NN|[u'appraisal.n.01']||NP|[]|[]|True|[]|['for', 'long-term']|[]|['also', u'reduce']|NN|False|True|False|3|False|PP|for|reduced|True|0.227272727273|ZERO|THE
7125|THE|"data/parsed/22/wsj_2255.mrg|8|4"|[ The downgrades ] were prompted , Moody 's said S , by the continuing turmoil in the junk bond market and the suspension of dividends on CenTrust 's preferred stock .|downgrade|pl|NN|[u'grade.n.03']||S|[]|[]|True|[]|[u'be', u'prompt']|[]|[]|NN|False|False|False|0|False|||were|True|0.0|ZERO|THE
7128|THE|"data/parsed/22/wsj_2255.mrg|8|34"|The downgrades were prompted , Moody 's said S , by [ the continuing turmoil ] in the junk bond market and the suspension of dividends on CenTrust 's preferred stock .|turmoil|sg|NN|[u'disturbance.n.03']||NP|[]|['VBG']|False|[]|['in']|[u'continue']|[',', 'by']|NN|False|True|False|16|False|PP|in|said|False|0.392857142857|ZERO|THE
7141|THE|"data/parsed/22/wsj_2256.mrg|1|3"|[ THE STOCK MARKET ] AVOIDED a repeat of Black Monday as prices recovered from an early slide , spurred by bargain-hunting institutions and program traders .|MARKET|sg|NNP|[u'activity.n.01']||S|[]|['NNP']|False|[]|['AVOIDED']|['STOCK']|[]|NN|True|False|False|0|False|||AVOIDED||0.0|ZERO|THE
7153|THE|"data/parsed/22/wsj_2256.mrg|2|72"|The Dow Jones industrials closed up 88.12 points , at 2657.38 , the fourth-biggest gain ever , after being down as much as 63.52 points in [ the morning . ]|morning|sg|NN|[u'time_period.n.01']||PP|['.']|[]|False|['.']|[]|[]|[u'point', 'in']|NN|False|False|False|0|False|||being|False|0.962962962963|ZERO|THE
7213|THE|"data/parsed/22/wsj_2256.mrg|17|62"|U.S. auto makers plan to decrease car production 10.4 % in the fourth quarter , with virtually all the decline coming from [ the Big Three . ]|Big|sg|NNP|||PP|['CD', '.']|[]|False|['Three', '.']|[]|[]|[u'come', 'from']|NN|True|False|False|0|False|||coming||0.95652173913|ZERO|THE
7259|THE|"data/parsed/22/wsj_2256.mrg|28|29"|Blue Arrow of Britain plans to return to [ the name Manpower ] and take a big write-off .|Manpower|sg|NNP|[u'force.n.04']||PP|[]|['NN']|False|[]|['and', 'take']|['name']|['return', 'to']|NN|True|False|False|0|False|||to||0.533333333333|ZERO|THE
7261|THE|"data/parsed/22/wsj_2256.mrg|29|3"|[ The moves ] may help the firm solidify its dominance of the U.S. temporary-help market .|move|pl|NN|[u'decision.n.01']||S|[]|[]|False|[]|['may', 'help']|[]|[]|NN|False|False|False|0|False|||may|False|0.0|ZERO|THE
7276|THE|"data/parsed/22/wsj_2256.mrg|32|51"|K mart agreed to acquire Pace Membership Warehouse for $ 322 million , expanding its presence in [ the growing wholesale-store business . ]|business|sg|NN|[u'enterprise.n.02']||PP|['.']|['VBG', 'NN']|False|['.']|[]|[u'grow', 'wholesale-store']|['presence', 'in']|NN|False|False|False|0|False|||expanding|False|0.944444444444|ZERO|THE
7306|THE|"data/parsed/22/wsj_2257.mrg|2|4"|[ The key U.S. and foreign annual interest rates ] below are a guide to general levels but do n't always represent actual transactions .|rate|pl|NN|[u'tax.n.01']||NP|[]|['JJ', 'NNP', 'CC', 'JJ', 'JJ', 'NN']|False|[]|['below', u'be']|['key', 'U.S.', 'and', 'foreign', 'annual', 'interest']|[]|NN|False|True|False|1|False|ADVP|below|are|False|0.0|ZERO|THE
7521|THE|"data/parsed/22/wsj_2258.mrg|3|31"|Intel , based in Santa Clara , Calif. , is [ the market leader ] for traditional microprocessors with its 8086 family that forms the heart of IBM-compatible personal computers .|leader|sg|NN|[u'person.n.01']||VP|[]|['NN']|False|[]|['for', 'traditional']|['market']|[',', u'be']|NN|False|False|False|0|False|||is|False|0.37037037037|ZERO|THE
7553|THE|"data/parsed/22/wsj_2259.mrg|1|35"|Omnicare Inc. , which intends to expand its position in [ the medical and dental markets , ] said it acquired a cotton and gauze products division from closely held Sterile Products Corp. for $ 8.2 million .|market|pl|NN|[u'activity.n.01']||PP|[',']|['JJ', 'CC', 'JJ']|False|[',']|[u'say', 'it']|['medical', 'and', 'dental']|['position', 'in']|NN|False|False|False|0|False|||to|False|0.322580645161|ZERO|THE
7576|THE|"data/parsed/22/wsj_2259.mrg|4|39"|Omnicare said the division operates under the trade name ACCO and supplies [ the medical and dental markets . ]|market|pl|NN|[u'activity.n.01']||VP|['.']|['JJ', 'CC', 'JJ']|True|['.']|[]|['medical', 'and', 'dental']|['and', u'supply']|NN|False|False|False|0|False|||operates|True|0.923076923077|ZERO|THE
7653|THE|"data/parsed/22/wsj_2261.mrg|5|19"|The company 's remaining business is [ the manufacture ] and sale of engine and transmissions products for industrial and transportation applications .|manufacture|sg|NN|[u'commercial_enterprise.n.02']||NP|[]|[]|False|[]|['and', 'sale']|[]|['business', u'be']|NN|False|True|False|1|False|CC|and|is|False|0.3|ZERO|THE
7748|THE|"data/parsed/22/wsj_2264.mrg|2|10"|This is [ the place ] that world opinion has been celebrating over in the expectation that it 's going to hold an election .|place|sg|NN|[u'point.n.02']||NP|[]|[]|False|[]|['that', 'world']|[]|['This', u'be']|NN|False|True|False|19|False|SBAR|that|is|False|0.0909090909091|ZERO|THE
7757|THE|"data/parsed/22/wsj_2264.mrg|4|31"|The U.S. journalist 's `` crime '' was writing that [ the head ] of the commission charged with overseeing the election 's fairness , Bryan O'Linn , was openly sympathetic to SWAPO .|head|sg|NN|[u'external_body_part.n.01']||NP|[]|[]|False|[]|['of']|[]|[u'write', 'that']|NN|False|True|False|11|True|PP|of|was|False|0.322580645161|ZERO|THE
7795|THE|"data/parsed/22/wsj_2264.mrg|8|85"|To the extent Mr. Stanley has done anything wrong , it may be that he is out of step with the consensus of world intellectuals that [ the Namibian guerrillas ] were above all else the victims of suppression by neighboring South Africa .|guerrilla|pl|NN|[u'warrior.n.01']||S|[]|['JJ']|False|[]|[u'be', 'above']|['Namibian']|[u'intellectual', 'that']|NN|False|False|False|0|False|||were|False|0.65|ZERO|THE
7802|THE|"data/parsed/22/wsj_2264.mrg|9|27"|SWAPO has enjoyed favorable Western media treatment ever since [ the U.N. General Assembly ] declared it the `` sole , authentic representative '' of Namibia 's people in|Assembly|sg|NNP|[u'machine.n.01']||S|[]|['NNP', 'NNP']|False|[]|[u'declare', 'it']|['U.N.', 'General']|['ever', 'since']|NN|True|False|False|0|False|||declared||0.375|ZERO|THE
7843|THE|"data/parsed/22/wsj_2264.mrg|15|24"|Mr. Stanley was arrested and charged along with [ the others ] when he returned to Namibia this month .|others|pl|NN|||PP|[]|[]|False|[]|['when', 'he']|[]|['along', 'with']|NN|False|False|False|0|False|||was|False|0.470588235294|ZERO|THE
7848|THE|"data/parsed/22/wsj_2264.mrg|16|15"|Both the State Department and [ the Lawyers Committee for Freedom of the Press ] have protested Mr. Stanley 's detention .|NNP||NX|||NP|[]|[]|False|[]|['have', u'protest']|[]|['Department', 'and']|NX|False|False|False|0|False|||have|False|0.384615384615|ZERO|THE
7849|THE|"data/parsed/22/wsj_2264.mrg|16|31"|Both the State Department and the Lawyers Committee for Freedom of [ the Press ] have protested Mr. Stanley 's detention .|Press|sg|NNP|[u'urgency.n.01']||PP|[]|[]|True|[]|['have', u'protest']|[]|['Freedom', 'of']|NN|True|False|False|0|False|||have||0.578947368421|ZERO|THE
7866|THE|"data/parsed/22/wsj_2264.mrg|19|49"|The U.S. is in the habit of arranging peace settlements and then washing its hands over [ the tragic results . ]|result|pl|NN|[u'phenomenon.n.01']||PP|['.']|['JJ']|False|['.']|[]|['tragic']|[u'hand', 'over']|NN|False|False|False|0|False|||arranging|False|0.941176470588|ZERO|THE
7876|THE|"data/parsed/22/wsj_2264.mrg|21|55"|State and the human-rights community should insist that Mr. Stanley and his fellow defendants be released and that [ the United Nation 's ] monitors make certain that Mr. O'Linn's commission investigates election complaints from all sides .|Nation|sg|NNP|[u'political_unit.n.01']||NPB|['POS']|['NNP']|False|"[""'s""]"|[u'monitor', 'make']|['United']|['and', 'that']|NN|True|False|False|0|False|||make||0.545454545455|ZERO|THE
7942|THE|"data/parsed/22/wsj_2265.mrg|13|3"|[ The spot October gold price ] rose $ 4 to $ 367.30 an ounce .|price|sg|NN|[u'value.n.02']||S|[]|['JJ', 'NNP', 'NN']|True|[]|[u'rise', '$']|['spot', 'October', 'gold']|[]|NN|False|False|False|0|False|||rose|True|0.0|ZERO|THE
7946|THE|"data/parsed/22/wsj_2265.mrg|14|3"|[ The more active December delivery gold ] settled with a gain of $ 3.90 an ounce at $ 371.20 , after trading as high as $ 374 .|gold|sg|NN|[u'precious_metal.n.01']||S|[]|['RBR', 'JJ', 'NNP', 'NN']|True|[]|[u'settle', 'with']|['more', 'active', 'December', 'delivery']|[]|NN|False|False|False|0|False|||settled|True|0.0|ZERO|THE
7983|THE|"data/parsed/22/wsj_2265.mrg|20|55"|The October 1987 contract that day rose as much as $ 8.70 to as high as $ 471.60 , and [ the more deferred positions , ] due to mature as late as March 1989 , rose as much as $ 9.60 .|position|pl|NN|[u'point.n.02']||NP|[',']|['RBR', 'JJ']|False|[',']|['due', 'to']|['more', 'deferred']|[',', 'and']|NN|False|True|False|9|False|ADJP|due|rose|False|0.540540540541|ZERO|THE
7995|THE|"data/parsed/22/wsj_2265.mrg|21|98"|On Black Monday , Oct. 19 , 1987 , the October contract tacked on further gains , rising to as high as $ 491.50 for a gain of almost $ 20 on top of [ the Friday ] advances , before giving up almost $ 10 of that at the close .|Friday|sg|NNP|[u'weekday.n.01']||PP|[]|[]|True|[]|[u'advance', ',']|[]|['top', 'of']|NN|True|False|False|0|False|||rising||0.69387755102|ZERO|THE
8066|THE|"data/parsed/22/wsj_2265.mrg|33|48"|But most market observers agreed that Friday 's stock market drop is what dampened spirits in [ the petroleum pits ] yesterday .|pit|pl|NN|[u'hole.n.05']||PP|[]|['NN']|False|[]|['yesterday', '.']|['petroleum']|[u'spirit', 'in']|NN|False|False|False|0|False|||dampened|False|0.842105263158|ZERO|THE
8196|THE|"data/parsed/22/wsj_2265.mrg|58|27"|However , after absorbing the potential effect of [ the hurricane , ] prices began to slip late Friday , Mr. Simon said S .|hurricane|sg|NN|[u'cyclone.n.02']||PP|[',']|[]|True|[',']|[u'price', u'begin']|[]|['effect', 'of']|NN|False|False|False|0|False|||absorbing|True|0.380952380952|ZERO|THE
8211|THE|"data/parsed/22/wsj_2265.mrg|60|49"|Colder weather is being predicted for the high plains of Texas and the northern states of [ the Delta ] during the coming weekend , Mr. Simon said S .|Delta|sg|NNP|[u'alluvial_sediment.n.01', u'geological_formation.n.01']||PP|[]|[]|True|[]|['during']|[]|[u'state', 'of']|NN|True|False|False|0|False|||is||0.592592592593|ZERO|THE
8264|THE|"data/parsed/22/wsj_2265.mrg|70|33"|At any rate , she added S , `` India needs [ the sugar , ] so it will be in sooner or later to buy it . ''|sugar|sg|NN|[u'sweetening.n.01']||VP|[',']|[]|True|[',']|['so', 'it']|[]|['India', u'need']|NN|False|False|False|0|False|||needs|True|0.44|ZERO|THE
8273|THE|"data/parsed/22/wsj_2265.mrg|72|66"|The prices of cattle and hog futures contracts dropped sharply because traders speculated that the stock market plunge Friday will linger in [ the minds ] of U.S. consumers long enough to prompt them to rein in their spending at the supermarket , which would hurt demand for beef and pork .|mind|pl|NN|[u'cognition.n.01']||NP|[]|[]|False|[]|['of', 'U.S.']|[]|['linger', 'in']|NN|False|True|False|3|True|PP|of|will|False|0.448979591837|ZERO|THE
8293|THE|"data/parsed/22/wsj_2265.mrg|75|17"|Earlier in the session , [ the prices ] of several soybean contracts set new lows .|price|pl|NN|[u'value.n.02']||NP|[]|[]|True|[]|['of', 'several']|[]|['session', ',']|NN|False|True|False|4|True|PP|of|set|True|0.357142857143|ZERO|THE
8300|THE|"data/parsed/22/wsj_2265.mrg|76|56"|A broad rally began when several major processors began buying futures contracts , apparently to take advantage of [ the price dip . ]|dip|sg|NN|[u'depression.n.08']||PP|['.']|['NN']|False|['.']|[]|['price']|['advantage', 'of']|NN|False|False|False|0|False|||to|False|0.947368421053|ZERO|THE
8327|THE|"data/parsed/22/wsj_2266.mrg|3|16"|The Knight-Ridder spokesman said [ the third-quarter earnings ] that the company plans to report Oct. 24 are expected to be up .|earnings|pl|NN|[u'income.n.01']||NP|[]|['JJ']|True|[]|['that']|['third-quarter']|['spokesman', u'say']|NN|False|True|False|8|False|SBAR|that|are|True|0.210526315789|ZERO|THE
8339|THE|"data/parsed/22/wsj_2266.mrg|4|94"|The spokesman said he was `` comfortable '' with revised analysts ' projections that the company would report earnings of between 62 cents and 64 cents a share , compared with [ the 53 cents ] a share it reported for the 1988 third quarter .|cent|pl|NN|[u'fractional_monetary_unit.n.01', u'sri_lanka_rupee.n.01']||NP|[]|['CD']|False|[]|['share']|['<number>']|[u'compare', 'with']|NN|False|True|False|2|False|NPB|a|would|True|0.738095238095|ZERO|THE
8372|THE|"data/parsed/22/wsj_2267.mrg|4|19"|As previously reported , under [ the terms ] of a confidentiality agreement with Dunkin ' Donuts , the partners agreed to keep their offer open until Nov. 1 , and not to acquire any additional shares except through a tender offer expiring on that date .|term|pl|NN|[u'status.n.01']||NP|[]|[]|False|[]|['of']|[]|[',', 'under']|NN|False|True|False|9|True|PP|of|agreed|False|0.113636363636|ZERO|THE
8375|THE|"data/parsed/22/wsj_2267.mrg|4|47"|As previously reported , under the terms of a confidentiality agreement with Dunkin ' Donuts , [ the partners ] agreed to keep their offer open until Nov. 1 , and not to acquire any additional shares except through a tender offer expiring on that date .|partner|pl|NN|[u'domestic_partner.n.01', u'relative.n.01']||S|[]|[]|False|[]|[u'agree', 'to']|[]|['Donuts', ',']|NN|False|False|False|0|False|||agreed|False|0.363636363636|ZERO|THE
8384|THE|"data/parsed/22/wsj_2267.mrg|5|35"|DD Acquisition said that it already owns 15 % of [ the common shares ] of the doughnut shop chain and that as of the close of business Friday an additional 11 % had been tendered to its offer .|share|pl|NN|[u'assets.n.01']||NP|[]|['JJ']|True|[]|['of']|['common']|['%', 'of']|NN|False|True|False|5|True|PP|of|owns|True|0.277777777778|ZERO|THE
8426|THE|"data/parsed/22/wsj_2268.mrg|3|87"|Herbert M. Sandler , chairman and chief executive officer of the Oakland , Calif. , savings-and-loan holding company , credited the high number of loans added to the company 's portfolio over [ the last 12 months ] for broadening its earning asset base and improving profit performance .|month|pl|NN|[u'time_period.n.01']||PP|[]|['JJ', 'CD']|False|[]|['for', u'broaden']|['last', '<number>']|['portfolio', 'over']|NN|False|False|False|0|False|||credited|False|0.727272727273|ZERO|THE
8458|THE|"data/parsed/22/wsj_2269.mrg|1|79"|Whirlpool Corp. , Benton Harbor , Mich. , said it has developed a process to recover environmentally harmful chlorofluorocarbons , or CFCs , that previously entered [ the atmosphere ] during in-home repair of refrigerators and freezers .|atmosphere|sg|NN|[u'condition.n.01']||VP|[]|[]|False|[]|['during', 'in-home']|[]|['previously', u'enter']|NN|False|False|False|0|False|||entered|False|0.742857142857|ZERO|THE
8467|THE|"data/parsed/22/wsj_2269.mrg|2|70"|The maker of home appliances said the process , which involves the use of a multilayer plastic bag during repairs to capture [ the gaseous substance ] and transport it to a recycling center , is already in use at a number of its service centers , and will be available to all authorized repair centers by spring .|substance|sg|NN|[u'matter.n.03', u'part.n.01']||VP|[]|['JJ']|False|[]|['and', 'transport']|['gaseous']|['to', 'capture']|NN|False|False|False|0|False|||to|False|0.4|ZERO|THE
8476|THE|"data/parsed/22/wsj_2269.mrg|3|11"|Earlier repairs vented [ the CFCs ] out of the home through a hose directly into the atmosphere .|CFCs|pl|NN|[u'fluorocarbon.n.01', u'greenhouse_gas.n.01', u'pollutant.n.01']||VP|[]|[]|True|[]|['out', 'of']|[]|[u'repair', u'vent']|NN|False|False|False|0|False|||vented|True|0.1875|ZERO|THE
8477|THE|"data/parsed/22/wsj_2269.mrg|3|22"|Earlier repairs vented the CFCs out of [ the home ] through a hose directly into the atmosphere .|home|sg|NN|[u'residence.n.01']||PP|[]|[]|True|[]|['through']|[]|['out', 'of']|NN|False|False|False|0|False|||vented|True|0.4375|ZERO|THE
8479|THE|"data/parsed/22/wsj_2269.mrg|3|41"|Earlier repairs vented the CFCs out of the home through a hose directly into [ the atmosphere . ]|atmosphere|sg|NN|[u'condition.n.01']||PP|['.']|[]|True|['.']|[]|[]|['directly', 'into']|NN|False|False|False|0|False|||vented|True|0.933333333333|ZERO|THE
8485|THE|"data/parsed/22/wsj_2269.mrg|5|38"|But their use has been linked to a potentially dangerous depletion of [ the Earth 's ] ozone layer , and a number of companies are seeking to curtail use , or at least emission , of the substance .|Earth|sg|NNP|[]||NPB|['POS']|[]|False|"[""'s""]"|['ozone', 'layer']|[]|['depletion', 'of']|NN|True|False|False|0|False|||has||0.333333333333|ZERO|THE
8490|THE|"data/parsed/22/wsj_2269.mrg|5|100"|But their use has been linked to a potentially dangerous depletion of the Earth 's ozone layer , and a number of companies are seeking to curtail use , or at least emission , of [ the substance . ]|substance|sg|NN|[u'matter.n.03', u'part.n.01']||PP|['.']|[]|True|['.']|[]|[]|[',', 'of']|NN|False|False|False|0|False|||to|True|0.972222222222|ZERO|THE
8512|THE|"data/parsed/22/wsj_2270.mrg|2|82"|Maxus said it did n't run a production test on the three discovery wells it drilled in the field , which is about 1.6 miles from [ the Intan Field , ] because the wells are similar to others drilled at its Intan and Widuri fields .|Field|sg|NNP|[u'tract.n.01']||PP|[',']|['NNP']|True|[',']|['because']|['Intan']|[u'mile', 'from']|NN|True|False|False|0|False|||is||0.619047619048|ZERO|THE
8513|THE|"data/parsed/22/wsj_2270.mrg|2|95"|Maxus said it did n't run a production test on the three discovery wells it drilled in the field , which is about 1.6 miles from the Intan Field , because [ the wells ] are similar to others drilled at its Intan and Widuri fields .|well|pl|NN|[]||S|[]|[]|False|[]|[u'be', 'similar']|[]|[',', 'because']|NN|False|False|False|0|False|||are|True|0.704545454545|ZERO|THE
8518|THE|"data/parsed/22/wsj_2270.mrg|3|25"|However , Maxus said it believes [ the reserves ] in the field are about 10 million barrels of oil .|reserve|pl|NN|[u'military_unit.n.01']||NP|[]|[]|False|[]|['in']|[]|['it', u'believe']|NN|False|True|False|3|False|PP|in|are|False|0.333333333333|ZERO|THE
8522|THE|"data/parsed/22/wsj_2270.mrg|4|4"|[ The Intan Field ] has estimated reserves of 50 million barrels and the Widuri Field has estimated reserves of 225 million barrels .|Field|sg|NNP|[u'tract.n.01']||S|[]|['NNP']|True|[]|[u'have', u'estimate']|['Intan']|[]|NN|True|False|False|0|False|||has||0.0|ZERO|THE
8525|THE|"data/parsed/22/wsj_2270.mrg|4|35"|The Intan Field has estimated reserves of 50 million barrels and [ the Widuri Field ] has estimated reserves of 225 million barrels .|Field|sg|NNP|[u'tract.n.01']||S|[]|['NNP']|True|[]|[u'have', u'estimate']|['Widuri']|[u'barrel', 'and']|NN|True|False|False|0|False|||has||0.55|ZERO|THE
8659|THE|"data/parsed/22/wsj_2272.mrg|8|79"|Memotec said the tender offer is conditioned on , among other things , holders tendering at least 15 % of the shares outstanding , other than [ the shares ] held by Mr. Johnston .|share|pl|NN|[u'assets.n.01']||NP|[]|[]|True|[]|[u'hold', 'by']|[]|['other', 'than']|NN|False|True|False|5|False|VP|held|is|True|0.8125|ZERO|THE
8715|THE|"data/parsed/22/wsj_2273.mrg|7|31"|Morgan Stanley & Co. will act as the exclusive broker for [ the repurchase . ]|repurchase|sg|NN|[u'purchase.n.01']||PP|['.']|[]|False|['.']|[]|[]|['broker', 'for']|NN|False|False|False|0|False|||will|False|0.916666666667|ZERO|THE
8729|THE|"data/parsed/22/wsj_2274.mrg|3|77"|But for the fiscal year ended July 31 , 1988 , the most recent period for which results were broken out , the Perkin-Elmer unit accounted for [ more than half the $ 145 million ] in sales recorded by the company 's government systems sector .|$||QP|||NP|[]|['JJR', 'IN', 'PDT']|False|[]|['in', u'sale']|['more', 'than', 'half']|[u'account', 'for']|QP|False|True|False|11|False|PP|in|accounted||0.692307692308|ZERO|THE
